Medicine ID,Medical Condition,Specialty,Generic Name,Brand Name,Strength,Dosage Form,Route,Adult Dose,Pediatric Dose,Pregnancy Warning,Contraindications,Drug Interactions,Schedule,ICD10 Category
RX38521,Epilepsy,Internal Medicine,Levofloxacin,LEVOF-RX38521,250 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38522,Sinusitis,Oncology,Ticagrelor,TICAG-RX38522,1 g,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38523,IBS,Pediatrics,Fexofenadine,FEXOF-RX38523,100 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38524,Epilepsy,Gastroenterology,Rosuvastatin,ROSUV-RX38524,5 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38525,Hypertension,Cardiology,Valsartan,VALSA-RX38525,75 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38526,Gastritis,Pulmonology,Dydrogesterone,DYDRO-RX38526,1 g,Ointment,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38527,Depression,Ophthalmology,Pioglitazone,PIOGL-RX38527,50 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38528,Fungal Infection,Internal Medicine,Tranexamic Acid,TRANE-RX38528,100 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38529,Glaucoma,Gastroenterology,Pantoprazole,PANTO-RX38529,250 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38530,Back Pain,Dermatology,Nebivolol,NEBIV-RX38530,10 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38531,Pneumonia,Dermatology,Tramadol,TRAMA-RX38531,10 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38532,COPD,Urology,Formoterol,FORMO-RX38532,20 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38533,Heart Failure,Ophthalmology,Esomeprazole,ESOME-RX38533,10 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38534,Pneumonia,Cardiology,Paroxetine,PAROX-RX38534,20 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38535,Dermatitis,Oncology,Sertraline,SERTR-RX38535,100 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38536,Allergy,Orthopedics,Dapagliflozin,DAPAG-RX38536,1 g,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38537,Heart Failure,Pediatrics,Hydroxyzine,HYDRO-RX38537,500 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38538,Pneumonia,Urology,Montelukast,MONTE-RX38538,20 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38539,Cancer,Internal Medicine,Moxifloxacin,MOXIF-RX38539,250 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38540,Hypertension,Orthopedics,Lamotrigine,LAMOT-RX38540,20 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38541,Cancer,Gastroenterology,Dapagliflozin,DAPAG-RX38541,40 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38542,GERD,Gynecology,Isotretinoin,ISOTR-RX38542,250 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38543,Neuropathy,Urology,Vildagliptin,VILDA-RX38543,1 g,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38544,Osteoporosis,Gastroenterology,Sucralfate,SUCRA-RX38544,2.5 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38545,Epilepsy,Urology,Clopidogrel,CLOPI-RX38545,75 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38546,Fungal Infection,Pediatrics,Dydrogesterone,DYDRO-RX38546,250 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38547,Pneumonia,Orthopedics,Vildagliptin,VILDA-RX38547,1 g,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38548,Anxiety,ENT,Hydroxyzine,HYDRO-RX38548,20 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38549,Hypertension,Cardiology,Pioglitazone,PIOGL-RX38549,10 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38550,UTI,Urology,Ibuprofen,IBUPR-RX38550,75 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38551,Epilepsy,Diabetology,Fluticasone,FLUTI-RX38551,40 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38552,Schizophrenia,Gynecology,Moxifloxacin Eye Drops,MOXIF-RX38552,100 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38553,Heart Failure,Pediatrics,Terbinafine,TERBI-RX38553,500 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38554,Angina,Oncology,Gliclazide,GLICL-RX38554,40 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38555,Hypertension,Gastroenterology,Doxycycline,DOXYC-RX38555,500 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38556,Angina,Diabetology,Valsartan,VALSA-RX38556,500 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38557,Schizophrenia,ENT,Montelukast,MONTE-RX38557,20 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38558,Infertility,Neurology,Esomeprazole,ESOME-RX38558,20 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38559,Epilepsy,Pulmonology,Levetiracetam,LEVET-RX38559,25 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38560,Depression,Pulmonology,Montelukast,MONTE-RX38560,75 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38561,Heart Failure,Diabetology,Fluconazole,FLUCO-RX38561,75 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38562,Stroke,ENT,Venlafaxine,VENLA-RX38562,25 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38563,Diabetes,Internal Medicine,Empagliflozin,EMPAG-RX38563,500 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38564,Glaucoma,Urology,Terbinafine,TERBI-RX38564,500 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38565,Diabetes,Internal Medicine,Montelukast,MONTE-RX38565,75 mg,Ointment,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38566,Pneumonia,Internal Medicine,Escitalopram,ESCIT-RX38566,25 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38567,Epilepsy,Orthopedics,Formoterol,FORMO-RX38567,50 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38568,UTI,Dermatology,Clindamycin,CLIND-RX38568,20 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38569,Fungal Infection,Urology,Xylometazoline,XYLOM-RX38569,50 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38570,COPD,Cardiology,Esomeprazole,ESOME-RX38570,25 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38571,Neuropathy,Neurology,Pregabalin,PREGA-RX38571,100 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38572,Neuropathy,Cardiology,Glimepiride,GLIME-RX38572,10 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38573,Migraine,Pulmonology,Pioglitazone,PIOGL-RX38573,5 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38574,Dermatitis,Oncology,Xylometazoline,XYLOM-RX38574,1 g,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38575,Fever,Oncology,Aceclofenac,ACECL-RX38575,100 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38576,Gastritis,Ophthalmology,Tiotropium,TIOTR-RX38576,100 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38577,Arthritis,Gastroenterology,Aripiprazole,ARIPI-RX38577,1 g,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38578,Back Pain,Neurology,Glimepiride,GLIME-RX38578,5 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38579,Allergy,Gynecology,Paroxetine,PAROX-RX38579,2.5 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38580,Schizophrenia,Pediatrics,Amoxicillin,AMOXI-RX38580,500 mg,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38581,Asthma,ENT,Pioglitazone,PIOGL-RX38581,75 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38582,GERD,Oncology,Linagliptin,LINAG-RX38582,100 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38583,Neuropathy,Psychiatry,Cyclophosphamide,CYCLO-RX38583,500 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38584,Hypertension,Internal Medicine,Duloxetine,DULOX-RX38584,20 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38585,Acne,Internal Medicine,Imatinib,IMATI-RX38585,100 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38586,Angina,Psychiatry,Empagliflozin,EMPAG-RX38586,2.5 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38587,Allergy,Pulmonology,Moxifloxacin Eye Drops,MOXIF-RX38587,25 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38588,Anxiety,Diabetology,Cyclophosphamide,CYCLO-RX38588,50 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38589,UTI,Dermatology,Fluconazole,FLUCO-RX38589,100 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38590,Allergy,Orthopedics,Moxifloxacin Eye Drops,MOXIF-RX38590,1 g,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38591,Dermatitis,Neurology,Clindamycin,CLIND-RX38591,250 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38592,Dermatitis,Oncology,Dydrogesterone,DYDRO-RX38592,10 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38593,Sinusitis,Urology,Tamoxifen,TAMOX-RX38593,25 mg,Tablet,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38594,Asthma,Orthopedics,Capecitabine,CAPEC-RX38594,75 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38595,COPD,Orthopedics,Insulin Glargine,INSUL-RX38595,25 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38596,Gastritis,Cardiology,Meropenem,MEROP-RX38596,40 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38597,Anxiety,Oncology,Gabapentin,GABAP-RX38597,75 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38598,Schizophrenia,Neurology,Venlafaxine,VENLA-RX38598,100 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38599,IBS,Dermatology,Sildenafil,SILDE-RX38599,250 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38600,Schizophrenia,Diabetology,Dapagliflozin,DAPAG-RX38600,500 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38601,Stroke,Urology,Progesterone,PROGE-RX38601,40 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38602,Stroke,Gynecology,Olanzapine,OLANZ-RX38602,10 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38603,Stroke,Cardiology,Finasteride,FINAS-RX38603,1 g,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38604,Asthma,Diabetology,Levocetirizine,LEVOC-RX38604,500 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38605,Dermatitis,Urology,Capecitabine,CAPEC-RX38605,75 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38606,Acne,Gastroenterology,Sertraline,SERTR-RX38606,100 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38607,Fungal Infection,Ophthalmology,Diclofenac,DICLO-RX38607,50 mg,Ointment,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38608,Arthritis,Psychiatry,Insulin Aspart,INSUL-RX38608,500 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38609,Back Pain,Oncology,Telmisartan,TELMI-RX38609,5 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38610,Back Pain,Pediatrics,Gliclazide,GLICL-RX38610,75 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38611,Arthritis,Diabetology,Esomeprazole,ESOME-RX38611,1 g,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38612,Osteoporosis,Oncology,Olanzapine,OLANZ-RX38612,50 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38613,Angina,Pulmonology,Latanoprost,LATAN-RX38613,500 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38614,Hypertension,Pulmonology,Olmesartan,OLMES-RX38614,10 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38615,Stroke,Neurology,Ibuprofen,IBUPR-RX38615,500 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38616,Gastritis,Pediatrics,Metformin,METFO-RX38616,20 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38617,Angina,Orthopedics,Hydroxyzine,HYDRO-RX38617,250 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38618,UTI,Diabetology,Moxifloxacin Eye Drops,MOXIF-RX38618,5 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38619,Gastritis,Ophthalmology,Carbamazepine,CARBA-RX38619,10 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38620,Epilepsy,Neurology,Carbamazepine,CARBA-RX38620,25 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38621,UTI,Gastroenterology,Pregabalin,PREGA-RX38621,250 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38622,Back Pain,Neurology,Montelukast,MONTE-RX38622,1 g,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38623,Asthma,ENT,Levetiracetam,LEVET-RX38623,10 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38624,Diabetes,Gastroenterology,Tamsulosin,TAMSU-RX38624,500 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38625,Infertility,Gastroenterology,Pioglitazone,PIOGL-RX38625,50 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38626,COPD,Urology,Duloxetine,DULOX-RX38626,10 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38627,Gastritis,ENT,Lamotrigine,LAMOT-RX38627,500 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38628,Osteoporosis,ENT,Terbinafine,TERBI-RX38628,500 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38629,Gastritis,Neurology,Valproate,VALPR-RX38629,250 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38630,GERD,Orthopedics,Insulin Glargine,INSUL-RX38630,25 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38631,Schizophrenia,Pediatrics,Isotretinoin,ISOTR-RX38631,40 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38632,Cancer,ENT,Olmesartan,OLMES-RX38632,40 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38633,Anxiety,Oncology,Ibuprofen,IBUPR-RX38633,20 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38634,Neuropathy,Ophthalmology,Fexofenadine,FEXOF-RX38634,20 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38635,Migraine,Pulmonology,Progesterone,PROGE-RX38635,1 g,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38636,Migraine,Diabetology,Lansoprazole,LANSO-RX38636,250 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38637,Pneumonia,ENT,Levetiracetam,LEVET-RX38637,10 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38638,Migraine,Gynecology,Telmisartan,TELMI-RX38638,250 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38639,Fungal Infection,Orthopedics,Azithromycin,AZITH-RX38639,500 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38640,Diabetes,Pulmonology,Valsartan,VALSA-RX38640,500 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38641,Diabetes,Ophthalmology,Celecoxib,CELEC-RX38641,40 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38642,UTI,Neurology,Gliclazide,GLICL-RX38642,40 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38643,Neuropathy,Gynecology,Quetiapine,QUETI-RX38643,75 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38644,Dermatitis,Pulmonology,Atorvastatin,ATORV-RX38644,100 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38645,Stroke,Gynecology,Aceclofenac,ACECL-RX38645,5 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38646,Asthma,Gastroenterology,Fluoxetine,FLUOX-RX38646,5 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38647,Angina,Neurology,Tranexamic Acid,TRANE-RX38647,20 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38648,Stroke,Urology,Hydroxyzine,HYDRO-RX38648,20 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38649,GERD,Dermatology,Linezolid,LINEZ-RX38649,20 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38650,IBS,Pulmonology,Moxifloxacin Eye Drops,MOXIF-RX38650,10 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX38651,Hypertension,Oncology,Lansoprazole,LANSO-RX38651,50 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38652,Hypertension,Neurology,Tranexamic Acid,TRANE-RX38652,1 g,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38653,Depression,Dermatology,Metoprolol,METOP-RX38653,20 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX38654,Arthritis,Ophthalmology,Nitrofurantoin,NITRO-RX38654,2.5 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38655,Arthritis,Diabetology,Gliclazide,GLICL-RX38655,10 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38656,COPD,ENT,Lithium,LITHI-RX38656,100 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38657,Anxiety,Urology,Ticagrelor,TICAG-RX38657,2.5 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX38658,Heart Failure,Gastroenterology,Isotretinoin,ISOTR-RX38658,5 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38659,Depression,Oncology,Aceclofenac,ACECL-RX38659,500 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38660,COPD,Diabetology,Esomeprazole,ESOME-RX38660,500 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX38661,Stroke,Pediatrics,Topiramate,TOPIR-RX38661,5 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX38662,Fungal Infection,Diabetology,Losartan,LOSAR-RX38662,50 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38663,Gastritis,Internal Medicine,Valsartan,VALSA-RX38663,10 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX38664,Infertility,Oncology,Fluoxetine,FLUOX-RX38664,10 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX38665,Back Pain,Oncology,Imatinib,IMATI-RX38665,10 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
